"GEO_ID","NAME","B25070_001E","B25070_001M","B25070_002E","B25070_002M","B25070_003E","B25070_003M","B25070_004E","B25070_004M","B25070_005E","B25070_005M","B25070_006E","B25070_006M","B25070_007E","B25070_007M","B25070_008E","B25070_008M","B25070_009E","B25070_009M","B25070_010E","B25070_010M","B25070_011E","B25070_011M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Less than 10.0 percent","Margin of Error!!Total:!!Less than 10.0 percent","Estimate!!Total:!!10.0 to 14.9 percent","Margin of Error!!Total:!!10.0 to 14.9 percent","Estimate!!Total:!!15.0 to 19.9 percent","Margin of Error!!Total:!!15.0 to 19.9 percent","Estimate!!Total:!!20.0 to 24.9 percent","Margin of Error!!Total:!!20.0 to 24.9 percent","Estimate!!Total:!!25.0 to 29.9 percent","Margin of Error!!Total:!!25.0 to 29.9 percent","Estimate!!Total:!!30.0 to 34.9 percent","Margin of Error!!Total:!!30.0 to 34.9 percent","Estimate!!Total:!!35.0 to 39.9 percent","Margin of Error!!Total:!!35.0 to 39.9 percent","Estimate!!Total:!!40.0 to 49.9 percent","Margin of Error!!Total:!!40.0 to 49.9 percent","Estimate!!Total:!!50.0 percent or more","Margin of Error!!Total:!!50.0 percent or more","Estimate!!Total:!!Not computed","Margin of Error!!Total:!!Not computed",
"1400000US13067030108","Census Tract 301.08; Cobb County; Georgia","214","103","0","20","26","31","50","47","11","18","25","38","29","45","0","20","39","62","27","31","7","12",
"1400000US13067030109","Census Tract 301.09; Cobb County; Georgia","452","237","0","14","29","49","58","91","0","14","0","14","57","93","25","30","243","210","12","20","28","33",
"1400000US13067030110","Census Tract 301.10; Cobb County; Georgia","383","171","0","14","46","72","11","16","103","116","46","73","12","19","0","14","0","14","113","93","52","74",
"1400000US13067030111","Census Tract 301.11; Cobb County; Georgia","322","118","0","14","37","49","96","64","0","14","44","52","0","14","22","29","0","14","110","77","13","20",
"1400000US13067030112","Census Tract 301.12; Cobb County; Georgia","926","156","0","14","58","50","132","113","132","78","187","117","111","96","55","58","80","73","139","99","32","37",
"1400000US13067030113","Census Tract 301.13; Cobb County; Georgia","224","92","0","14","20","29","5","10","62","57","24","36","33","43","33","35","23","20","24","30","0","14",
"1400000US13067030220","Census Tract 302.20; Cobb County; Georgia","74","38","0","14","8","12","8","13","10","15","0","14","11","12","0","14","0","14","12","16","25","31",
"1400000US13067030233","Census Tract 302.33; Cobb County; Georgia","50","46","0","14","13","23","0","14","7","12","24","38","0","14","0","14","0","14","6","11","0","14",
"1400000US13067030235","Census Tract 302.35; Cobb County; Georgia","69","61","0","20","0","20","0","20","0","20","10","16","29","35","30","47","0","20","0","20","0","20",
"1400000US13067030236","Census Tract 302.36; Cobb County; Georgia","49","49","0","14","0","14","0","14","3","6","16","22","0","14","0","14","30","41","0","14","0","14",
