"GEO_ID","NAME","B25037_001E","B25037_001M","B25037_002E","B25037_002M","B25037_003E","B25037_003M",
"Geography","Geographic Area Name","Estimate!!Median year structure built --!!Total:","Margin of Error!!Median year structure built --!!Total:","Estimate!!Median year structure built --!!Owner occupied","Margin of Error!!Median year structure built --!!Owner occupied","Estimate!!Median year structure built --!!Renter occupied","Margin of Error!!Median year structure built --!!Renter occupied",
"1400000US13067030364","Census Tract 303.64; Cobb County; Georgia","1987","3","1988","3","1985","3",
"1400000US13067030365","Census Tract 303.65; Cobb County; Georgia","1978","2","1978","2","1975","41",
"1400000US13067030366","Census Tract 303.66; Cobb County; Georgia","1985","3","1985","3","-","**",
"1400000US13067030367","Census Tract 303.67; Cobb County; Georgia","1993","2","1994","2","1974","19",
"1400000US13067030368","Census Tract 303.68; Cobb County; Georgia","1985","2","1985","3","1981","8",
"1400000US13067030369","Census Tract 303.69; Cobb County; Georgia","1988","2","1988","2","-","**",
"1400000US13067030370","Census Tract 303.70; Cobb County; Georgia","1985","2","1985","2","-","**",
"1400000US13067030405","Census Tract 304.05; Cobb County; Georgia","1976","4","1970","6","1980","5",
"1400000US13067030407","Census Tract 304.07; Cobb County; Georgia","1975","3","1973","3","1981","5",
"1400000US13067030408","Census Tract 304.08; Cobb County; Georgia","1975","2","1972","5","1976","1",
"1400000US13067030409","Census Tract 304.09; Cobb County; Georgia","1982","2","1983","2","1980","8",
"1400000US13067030410","Census Tract 304.10; Cobb County; Georgia","1980","4","1975","7","1983","3",
"1400000US13067030411","Census Tract 304.11; Cobb County; Georgia","1980","6","1970","38","1980","8",
"1400000US13067030412","Census Tract 304.12; Cobb County; Georgia","1979","2","1977","2","1979","4",
"1400000US13067030413","Census Tract 304.13; Cobb County; Georgia","1983","2","1985","2","1982","2",
"1400000US13067030414","Census Tract 304.14; Cobb County; Georgia","1982","3","-","**","1982","3",
"1400000US13067030505","Census Tract 305.05; Cobb County; Georgia","1987","3","1969","12","1988","4",
"1400000US13067030506","Census Tract 305.06; Cobb County; Georgia","1978","4","1973","5","1981","6",
"1400000US13067030507","Census Tract 305.07; Cobb County; Georgia","1985","3","1985","3","1985","4",
"1400000US13067030508","Census Tract 305.08; Cobb County; Georgia","1974","7","1973","18","1974","5",
"1400000US13067030509","Census Tract 305.09; Cobb County; Georgia","1995","6","1996","7","1977","47",
"1400000US13067030510","Census Tract 305.10; Cobb County; Georgia","1986","3","1987","3","1978","9",
"1400000US13067030511","Census Tract 305.11; Cobb County; Georgia","1981","6","1987","5","1965","9",
"1400000US13067030602","Census Tract 306.02; Cobb County; Georgia","1984","3","1982","3","1989","15",
"1400000US13067030603","Census Tract 306.03; Cobb County; Georgia","2003","3","2006","2","2001","4",
"1400000US13067030604","Census Tract 306.04; Cobb County; Georgia","2000","5","2000","5","2000","7",
"1400000US13067030700","Census Tract 307; Cobb County; Georgia","1977","6","1967","7","1982","4",
"1400000US13067030800","Census Tract 308; Cobb County; Georgia","1986","12","2002","12","1982","11",
"1400000US13067030906","Census Tract 309.06; Cobb County; Georgia","1986","2","1987","3","1985","2",
"1400000US13067030907","Census Tract 309.07; Cobb County; Georgia","1985","2","1985","2","1983","6",
"1400000US13067030908","Census Tract 309.08; Cobb County; Georgia","1992","3","1992","3","1992","5",
"1400000US13067030909","Census Tract 309.09; Cobb County; Georgia","1966","7","1966","8","1968","15",
"1400000US13067030910","Census Tract 309.10; Cobb County; Georgia","1990","4","1989","6","1990","8",
"1400000US13067030911","Census Tract 309.11; Cobb County; Georgia","1977","4","1975","4","1979","4",
"1400000US13067030912","Census Tract 309.12; Cobb County; Georgia","1979","9","1970","17","1981","9",
"1400000US13067031001","Census Tract 310.01; Cobb County; Georgia","1965","8","1957","9","1969","6",
"1400000US13067031004","Census Tract 310.04; Cobb County; Georgia","1973","3","1967","3","1977","4",
"1400000US13067031005","Census Tract 310.05; Cobb County; Georgia","1988","10","1988","12","1987","21",
"1400000US13067031006","Census Tract 310.06; Cobb County; Georgia","1963","3","1956","4","1964","3",
"1400000US13067031007","Census Tract 310.07; Cobb County; Georgia","1991","6","2003","4","1987","6",
"1400000US13067031101","Census Tract 311.01; Cobb County; Georgia","1973","5","1959","4","1977","6",
"1400000US13067031110","Census Tract 311.10; Cobb County; Georgia","1968","6","1967","7","1975","20",
"1400000US13067031111","Census Tract 311.11; Cobb County; Georgia","1989","3","1989","3","1992","9",
"1400000US13067031112","Census Tract 311.12; Cobb County; Georgia","1984","10","1994","8","1976","5",
"1400000US13067031113","Census Tract 311.13; Cobb County; Georgia","1993","4","2015","2","1985","10",
"1400000US13067031114","Census Tract 311.14; Cobb County; Georgia","1988","2","1977","4","1990","3",
"1400000US13067031115","Census Tract 311.15; Cobb County; Georgia","1979","6","1980","7","1977","9",
"1400000US13067031116","Census Tract 311.16; Cobb County; Georgia","1982","3","1975","16","1985","3",
"1400000US13067031117","Census Tract 311.17; Cobb County; Georgia","1983","4","1980","6","1986","3",
"1400000US13067031118","Census Tract 311.18; Cobb County; Georgia","1991","3","1993","4","1986","4",
"1400000US13067031119","Census Tract 311.19; Cobb County; Georgia","1985","4","1982","6","1989","9",
"1400000US13067031120","Census Tract 311.20; Cobb County; Georgia","1994","8","1999","7","1988","9",
"1400000US13067031121","Census Tract 311.21; Cobb County; Georgia","1988","2","1986","2","1989","11",
"1400000US13067031122","Census Tract 311.22; Cobb County; Georgia","1989","4","1996","9","1980","7",
"1400000US13067031207","Census Tract 312.07; Cobb County; Georgia","1997","8","2002","3","1994","10",
"1400000US13067031209","Census Tract 312.09; Cobb County; Georgia","1997","3","1998","3","1988","7",
"1400000US13067031212","Census Tract 312.12; Cobb County; Georgia","1981","5","1979","3","1995","9",
"1400000US13067031213","Census Tract 312.13; Cobb County; Georgia","1996","6","1997","10","1995","6",
"1400000US13067031214","Census Tract 312.14; Cobb County; Georgia","2000","5","2004","2","1990","17",
"1400000US13067031215","Census Tract 312.15; Cobb County; Georgia","2006","3","2007","2","2002","7",
"1400000US13067031216","Census Tract 312.16; Cobb County; Georgia","2011","8","2014","1","2000","14",
"1400000US13067031217","Census Tract 312.17; Cobb County; Georgia","1987","3","1988","5","1987","3",
"1400000US13067031218","Census Tract 312.18; Cobb County; Georgia","1991","5","2005","3","1986","5",
"1400000US13067031219","Census Tract 312.19; Cobb County; Georgia","1994","5","2007","5","1991","5",
"1400000US13067031220","Census Tract 312.20; Cobb County; Georgia","1989","3","1998","7","1987","3",
"1400000US13067031221","Census Tract 312.21; Cobb County; Georgia","2005","2","2006","2","1991","30",
